-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
-1				    -1.0009296
